"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3"
"SOCS5","0.125401304740252","0.26945093396714","0.334090909090909","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"SPRED2","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"SRSF11","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-148a-3p","",""
"STK38","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"STX12","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"SYT10","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-155-5p","",""
"SYVN1","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-155-5p","",""
"TAPT1","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-155-5p","",""
"TNPO2","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"TOMM70A","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-148a-3p","",""
"TOR1B","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"UBXN2B","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"UNC79","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-148a-3p","",""
"VPS4B","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"WWP1","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"ZNF469","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"ZNF518B","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-155-5p","",""
"ZNF70","0.130828201583511","0.26945093396714","0.136363636363636","1","hsa-miR-19b-3p","",""
"ACHE","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"ACSBG1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"ADAM22","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"AFTPH","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"AGPAT5","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"ALG6","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"B4GALT6","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"BRPF1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"BSDC1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"C2orf91","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"CAMK2A","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"CAV2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"CCDC85A","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"CHD5","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"CREBRF","0.139881408022667","0.274166425628041","0.354545454545455","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"CYP7B1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"DEDD","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"DIRC2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"DLX3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"DYRK1B","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"EIF4A2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"FANCA","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"FBXO48","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"GAS1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"GGA1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"GNPTG","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"GOLGA3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"GPR153","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"HDAC7","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"HNRNPUL1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"HS3ST3A1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"HSP90B1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"ITGA5","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"ITGB3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"ITPK1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"KCNS2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"KIAA0232","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"KIF13A","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"LBR","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"LMBR1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"MAP3K12","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"MAP3K2","0.134986918322346","0.274166425628041","0.347727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MMD","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"MRAS","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"MRPL17","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"NCAM1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"NCKAP5","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"NEK10","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"NOVA1","0.139881408022667","0.274166425628041","0.354545454545455","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"PARM1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"PDE4B","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"PEG3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"PGK1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"PLCL2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"PPIG","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"PPP6R2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"PTPRM","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"RAB23","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"RGL1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"RIC3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"S1PR2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"SCN4B","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"SEL1L3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"SERINC3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"SERPINE1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"SLC2A14","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"SLC9A2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"SLMAP","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"SMAD1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"SMARCAD1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-155-5p","",""
"SNAP91","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"STEAP2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"STOX2","0.134986918322346","0.274166425628041","0.347727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"STX3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"SUN1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"SYNJ1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"SYT6","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"TAF1D","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"TGIF1","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"TOM1L2","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"TRPC3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"UBL3","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-19b-3p","",""
"YWHAB","0.14324494156089","0.274166425628041","0.15","1","hsa-miR-148a-3p","",""
"TCF4","0.144842162989706","0.276987523606697","0.361363636363636","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"AC140061.12","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"AK3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"ANKRD13A","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"ARHGAP32","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"ATG16L1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"B3GALNT2","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"BICD1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"CABP7","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"CALD1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"CAND1","0.154957898705542","0.278934404470755","0.375","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CANX","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"CBX7","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"CCND1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"CHST7","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"CNTFR","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"COL19A1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"CSE1L","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"DCAF8","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"DOCK11","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"EDNRA","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"FAHD2A","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"FAM102A","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"FAM155A","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"FBXO10","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"FRAS1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"GATA3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"GJA1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"GJD2","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"GLRA3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"GRB10","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"ITPKB","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"JPH3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"KAZN","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"KBTBD2","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"KIAA1598","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"KIAA1671","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"KLF5","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"MACF1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"MAP3K4","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"METTL21A","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"MMP15","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"MORC3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"MYLIP","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"NCOR1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"NEUROD4","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"NKX6-1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"NOG","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"OCRL","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"PHF13","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"PI15","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"PLCE1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"PRRG1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"PTEN","0.149868040718864","0.278934404470755","0.368181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PXDN","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"RAB18","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"RAB33B","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"RAPGEFL1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"REEP3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"RNF2","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"RNF216","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"RP11-1055B8.7","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"RUNX3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"SEMA4C","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"SMCR8","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"SMIM13","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"SMNDC1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"SMOC1","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"STT3A","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"TCEB3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"TIMM8A","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"TIPARP","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"TRIP12","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"TSPAN31","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-148a-3p","",""
"WNT3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"ZBTB11","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"ZIC3","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-155-5p","",""
"ZIC5","0.155542861060016","0.278934404470755","0.163636363636364","1","hsa-miR-19b-3p","",""
"ZNF704","0.154957898705542","0.278934404470755","0.375","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ABHD5","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"ADAM17","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"ADRB1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"AJUBA","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"ARHGAP21","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"ATP1A2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"C3orf58","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"C6orf223","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"CAMSAP1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"CDC14A","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"ENPP5","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"EPHA8","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"EXTL3","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"FAM76B","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"FHL5","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"GLIS2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"GPM6B","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"GRIP1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"HNRNPF","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"HSPBAP1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"IKZF1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"IREB2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"KIAA0101","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"KLC2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"LCLAT1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"LNX2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"LSM12","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"MAP4K3","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"MCC","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"MCTP1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"MFAP3","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"NFAT5","0.165324985433066","0.286813187142828","0.388636363636364","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"PDE12","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"PDE7A","0.165324985433066","0.286813187142828","0.388636363636364","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"PDK4","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"PHLDA3","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"PNRC2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"PPP1R10","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"PPP1R9B","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"RALBP1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"RNF145","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"RTN4RL1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"SEC22A","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"SHROOM3","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"SKIL","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"SLC2A3","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"SLC6A8","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"SRSF6","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"SSBP3","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"SSR1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"STK39","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"SUFU","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"TAF4B","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"TBX20","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"TGOLN2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"TMEM164","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-148a-3p","",""
"UBE2D2","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"WRNIP1","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"ZBTB14","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"ZC3H10","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-19b-3p","",""
"ZNF385D","0.167722531333189","0.286813187142828","0.177272727272727","1","hsa-miR-155-5p","",""
"TNRC6B","0.170599929164715","0.291511818124042","0.395454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ADIPOR2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"AHCYL2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"AL590483.1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"ARHGAP12","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"BLCAP","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"BTF3L4","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"C15orf61","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"CCSER2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"CDH7","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"CELSR1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"DGKE","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"E2F2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"EGFR","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"ELMO1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"EML6","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"ENC1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"FBXL17","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"FLJ20373","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"FLT1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"FRMD6","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"GGA2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"GTF2A1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"HOXA5","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"IL6R","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"ING2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"ITCH","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"KCNC4","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"KIAA1045","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"LBH","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"LIMCH1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"LRCH2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"MIDN","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"MINK1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"MIPOL1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"MMS19","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"MRPS25","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"MTUS1","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"MYB","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"MYO1D","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"NHSL2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"NRG3","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"PHC2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"PPP6R3","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"PURG","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
"RAB11FIP2","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-155-5p","",""
"RAB35","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-148a-3p","",""
"RAD51D","0.179784523632708","0.291679295742018","0.190909090909091","1","hsa-miR-19b-3p","",""
